trade_id,counterparty_id,legal_entity,product,asset_class,notional,mtm,collateral,margining,maturity_years,add_on_factor,counterparty_type,rating,credit_limit
T0000293,CP0019,JPM_EMEA_DE,FX Forward,FX,8469703.36379154,118665.78879957047,157206.7507477539,Margined,3.0187521099321746,0.04,CCP,AA,121755579.54253721
T0000294,CP0023,JPM_EMEA_FR,Commodity Future,Commodity,5437953.111003829,-142898.20320946808,97797.22797240666,Margined,5.23802231994029,0.15,Hedge Fund,A,141917439.14674777
T0000295,CP0027,JPM_EMEA_CH,FX Forward,FX,3745906.632905512,-179682.0471564271,39993.4572925043,Margined,1.8977910059450258,0.04,Asset Manager,A,63103969.654531784
T0000296,CP0025,JPM_EMEA_DE,FX Forward,FX,2143099.019065179,-45782.28948131087,17631.29843251219,Margined,1.674294451607852,0.04,Sovereign,A,81553622.137404
T0000297,CP0048,JPM_EMEA_DE,Equity Option,Equity,4314950.751239342,330284.2563719041,106981.35358288564,Margined,2.2728342806098305,0.08,CCP,A,125072691.36835924
T0000298,CP0070,JPM_EMEA_UK,FX Forward,FX,9812487.607128331,217402.85735414329,164012.26156012158,Margined,3.389777954737092,0.04,Asset Manager,BBB,54119867.06997241
T0000299,CP0003,JPM_EMEA_DE,FX Forward,FX,3947896.5975173744,37934.23022657453,35021.25984583044,Margined,1.5086479226590126,0.04,Corporate,BBB,30977761.748185582
T0000300,CP0050,JPM_EMEA_DE,Commodity Future,Commodity,2914422.118473377,-99594.7471485604,0.0,Unmargined,4.80523874423119,0.15,Sovereign,A,143876921.35906684
T0000301,CP0061,JPM_EMEA_CH,Securities Financing,SFT,3112766.3329276396,99277.87849545511,62875.32762961939,Margined,2.3546982592985075,0.03,CCP,BBB,135803023.8142082
T0000302,CP0036,JPM_EMEA_UK,Securities Financing,SFT,10791631.52205724,-512810.39377294376,139462.41991508202,Margined,2.9796140855214888,0.03,Bank,AA,107391212.09517552
T0000303,CP0023,JPM_EMEA_FR,FX Forward,FX,13618862.988549994,-746953.4479241779,145607.10920668673,Margined,3.9252743182506227,0.04,Hedge Fund,A,141917439.14674777
T0000304,CP0035,JPM_EMEA_CH,FX Forward,FX,2052675.0549416954,-40152.4779483551,26520.15405781937,Margined,2.669283573497636,0.04,CCP,AAA,34114846.34760766
T0000305,CP0067,JPM_EMEA_DE,Commodity Future,Commodity,2049726.7747797002,140216.03236588408,30135.85168439915,Margined,4.923528128610313,0.15,CCP,A,68575504.7535823
T0000306,CP0074,JPM_EMEA_UK,FX Forward,FX,5845389.791865722,388287.6050224011,67493.71619277744,Margined,4.610556626914948,0.04,Bank,A,128044647.3762378
T0000307,CP0055,JPM_EMEA_FR,Commodity Future,Commodity,18427174.05350055,-291025.74956838985,0.0,Unmargined,5.310002454177409,0.15,Asset Manager,A,41399016.28566236
T0000308,CP0039,JPM_EMEA_FR,FX Forward,FX,12582219.536232239,-296902.2020327745,0.0,Unmargined,3.6848818155881866,0.04,Hedge Fund,A,114509299.85729474
T0000309,CP0052,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,1143898.4813484866,-65674.26764703129,18594.18987059977,Margined,2.603581889127871,0.005,Hedge Fund,BBB,86957426.80012289
T0000310,CP0055,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,3071660.7957169907,8388.937215448877,70641.29297446835,Margined,1.4478375918172643,0.005,Asset Manager,A,41399016.28566236
T0000311,CP0062,JPM_EMEA_UK,Commodity Future,Commodity,1577262.5899146257,8943.782847999202,19034.364155132276,Margined,3.0863584823332206,0.15,Sovereign,BBB,136148063.1607222
T0000312,CP0012,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,3061122.991128623,84592.50808790475,53638.98078081194,Margined,6.117452014553207,0.005,CCP,AAA,140265615.38898364
T0000313,CP0007,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,19899694.048305422,634298.0308932329,0.0,Unmargined,0.8911313867464479,0.005,Bank,A,62881957.60326209
T0000314,CP0028,JPM_EMEA_FR,FX Forward,FX,964344.881304736,-6663.398551503885,19433.773369157636,Margined,1.54704220463722,0.04,Sovereign,A,87687412.32129991
T0000315,CP0021,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,792493.5340746703,15422.697342928794,15317.309623300413,Margined,4.673458370151023,0.005,Corporate,BBB,83265583.00896084
T0000316,CP0050,JPM_EMEA_FR,FX Forward,FX,1746720.8107166355,-42833.71719425706,29780.74013501515,Margined,4.045914290688643,0.04,Sovereign,A,143876921.35906684
T0000317,CP0042,JPM_EMEA_UK,Commodity Future,Commodity,5331352.528589883,100210.70738674828,147449.34976773028,Margined,6.417489406822782,0.15,Sovereign,A,139081539.86788905
T0000318,CP0074,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,7441326.9152052235,-132106.79004775832,57167.50079911134,Margined,0.25178123661505175,0.005,Bank,A,128044647.3762378
T0000319,CP0063,JPM_EMEA_DE,Commodity Future,Commodity,6195001.740177713,99622.12070841274,66647.27648975448,Margined,6.155688190460969,0.15,Asset Manager,AA,87451586.85023838
T0000320,CP0012,JPM_EMEA_CH,Securities Financing,SFT,12961452.55300584,171707.4439127632,133294.49171428304,Margined,5.092154938633172,0.03,CCP,AAA,140265615.38898364
T0000321,CP0068,JPM_EMEA_DE,FX Forward,FX,686059.2854071881,1652.1178197222807,6212.584366338073,Margined,5.43984097554684,0.04,Asset Manager,AA,32280666.847996987
T0000322,CP0062,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,13126471.27684685,365032.5976056466,0.0,Margined,2.681736200881431,0.005,Sovereign,BBB,136148063.1607222
T0000323,CP0031,JPM_EMEA_FR,Equity Option,Equity,2927647.036161646,-160915.09654010393,67332.71542237741,Margined,2.1859103034330927,0.08,Asset Manager,AA,127417950.14526652
T0000324,CP0005,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,8312734.955657392,-309832.81952180894,0.0,Unmargined,0.14992594619164143,0.005,Asset Manager,BBB,25409842.60204602
T0000325,CP0064,JPM_EMEA_CH,FX Forward,FX,1064887.2599506986,-10065.40870275748,14225.316982395658,Margined,5.52246589313986,0.04,CCP,BB,61070776.73800309
T0000326,CP0016,JPM_EMEA_UK,Securities Financing,SFT,4019876.0070143472,-203060.8952368583,2512.867016648641,Margined,1.1727948469358511,0.03,Sovereign,BBB,22964503.233860675
T0000327,CP0018,JPM_EMEA_DE,Securities Financing,SFT,5066068.797402784,-72142.12676846083,85949.5343324841,Margined,1.621597765829158,0.03,Bank,A,82699446.80257703
T0000328,CP0038,JPM_EMEA_UK,Commodity Future,Commodity,12705632.494098973,-166597.01976439232,72635.96276936124,Margined,1.9721020597552972,0.15,Sovereign,BBB,105724942.50994723
T0000329,CP0007,JPM_EMEA_CH,FX Forward,FX,819582.4616734033,37568.78516615116,2386.873779052382,Margined,6.094236551932942,0.04,Bank,A,62881957.60326209
T0000330,CP0032,JPM_EMEA_CH,Equity Option,Equity,4124921.1714593344,20577.910017998725,55912.26582691478,Margined,2.0509077602280987,0.08,Hedge Fund,A,136500900.33916968
T0000331,CP0020,JPM_EMEA_CH,Equity Option,Equity,1351289.1598011614,48686.99594198383,8640.309577582011,Margined,3.0084984719973105,0.08,Asset Manager,AA,30754899.989917014
T0000332,CP0005,JPM_EMEA_UK,FX Forward,FX,6631230.649695969,70016.61245632956,49115.71663019412,Margined,5.244044436603825,0.04,Asset Manager,BBB,25409842.60204602
T0000333,CP0073,JPM_EMEA_DE,Equity Option,Equity,8701634.63921126,-163141.33088556497,116378.41940075746,Margined,6.251283455374693,0.08,Asset Manager,A,35958531.21349318
T0000334,CP0021,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,14490084.72755785,67814.87558109337,0.0,Unmargined,5.54871856304716,0.005,Corporate,BBB,83265583.00896084
T0000335,CP0044,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,2342608.159659859,59806.60286090999,12773.764629855257,Margined,3.771126374650478,0.005,Asset Manager,AA,24863632.30290337
T0000336,CP0066,JPM_EMEA_CH,FX Forward,FX,10109957.677366998,422283.2915856846,41152.18043097397,Margined,0.06514542837473626,0.04,Hedge Fund,BBB,106015964.21180893
T0000337,CP0039,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,15598830.57956037,-72235.87894898186,0.0,Unmargined,1.147003843802756,0.005,Hedge Fund,A,114509299.85729474
T0000338,CP0024,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,773404.8655314444,-44596.74617897484,0.0,Unmargined,1.812539245992426,0.005,CCP,BBB,94324646.8088898
T0000339,CP0060,JPM_EMEA_CH,Commodity Future,Commodity,7379008.5090405485,-443648.7116027847,174897.5661675489,Margined,2.9256706002690342,0.15,Sovereign,BB,117319042.5294034
T0000340,CP0056,JPM_EMEA_DE,Securities Financing,SFT,10431244.851887196,-119171.14506054937,35772.527367641946,Margined,2.567217821643346,0.03,Bank,A,25838380.52100277
T0000341,CP0001,JPM_EMEA_FR,Equity Option,Equity,3088136.9328918797,-252691.59899054482,29202.235603681474,Margined,3.625124085302877,0.08,Bank,A,95932735.95865563
T0000342,CP0066,JPM_EMEA_FR,Commodity Future,Commodity,1191866.7596696129,74883.38699961727,0.0,Unmargined,2.9135913170629264,0.15,Hedge Fund,BBB,106015964.21180893
T0000343,CP0010,JPM_EMEA_UK,Securities Financing,SFT,10270237.17081742,214572.60515661945,285356.036822518,Margined,5.096163594370454,0.03,Bank,AA,96393794.38310257
T0000344,CP0060,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1205368.7461856506,-26817.46011802466,0.0,Unmargined,0.41300342483474,0.005,Sovereign,BB,117319042.5294034
T0000345,CP0008,JPM_EMEA_UK,FX Forward,FX,3346593.3788610273,-129973.8751842617,20379.095913944017,Margined,6.963360822316725,0.04,Sovereign,AA,38788144.55258609
T0000346,CP0006,JPM_EMEA_CH,FX Forward,FX,3842681.0124726873,138275.68050337938,57827.740928943065,Margined,5.909259025134093,0.04,CCP,BBB,84218806.50178745
T0000347,CP0010,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,8181147.425339863,-318879.0412050962,0.0,Unmargined,2.378018337307453,0.005,Bank,AA,96393794.38310257
T0000348,CP0060,JPM_EMEA_UK,Commodity Future,Commodity,2137555.3187425304,-76178.0611977498,12667.46482482259,Margined,2.8077746524898335,0.15,Sovereign,BB,117319042.5294034
T0000349,CP0037,JPM_EMEA_FR,FX Forward,FX,2017200.5266337043,-54077.329375817666,28151.576206915015,Margined,6.747761630007209,0.04,CCP,AA,56560391.89907108
T0000350,CP0049,JPM_EMEA_DE,FX Forward,FX,4415891.945812641,17632.91932980727,107727.27210495871,Margined,6.55383983788618,0.04,Sovereign,AA,61228056.066952996
T0000351,CP0023,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,10942834.283782165,237764.92251352133,16678.42938283147,Margined,2.7825562805132655,0.005,Hedge Fund,A,141917439.14674777
T0000352,CP0010,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,39399154.700552315,1644659.7240988933,945054.6348507802,Margined,0.4643300099764818,0.005,Bank,AA,96393794.38310257
T0000353,CP0063,JPM_EMEA_FR,Securities Financing,SFT,885868.4296603156,32399.74792733052,6557.06191525891,Margined,6.916366249035243,0.03,Asset Manager,AA,87451586.85023838
T0000354,CP0067,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,5482912.176666187,148.47629245274175,80962.52000526922,Margined,4.593585993059444,0.005,CCP,A,68575504.7535823
T0000355,CP0068,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,1349533.982740222,48203.017930105416,33369.66466963265,Margined,4.866362582505008,0.005,Asset Manager,AA,32280666.847996987
T0000356,CP0006,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,11079600.27413353,-260204.26274345914,0.0,Unmargined,1.9584384545174747,0.005,CCP,BBB,84218806.50178745
T0000357,CP0074,JPM_EMEA_UK,FX Forward,FX,1564787.1585406475,-99724.37148986109,15053.364526464677,Margined,5.73999606471944,0.04,Bank,A,128044647.3762378
T0000358,CP0044,JPM_EMEA_DE,Equity Option,Equity,2037342.256346136,-47856.329217994054,36153.463424903166,Margined,3.9244990406868734,0.08,Asset Manager,AA,24863632.30290337
T0000359,CP0016,JPM_EMEA_CH,FX Forward,FX,2218926.4593546106,-62616.147589117856,23553.17296648408,Margined,3.3181842200631406,0.04,Sovereign,BBB,22964503.233860675
T0000360,CP0016,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,3706527.3810746525,-81986.70851380946,59937.5440966914,Margined,5.20135383703074,0.005,Sovereign,BBB,22964503.233860675
T0000361,CP0041,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,5526153.246268823,-185557.81210359186,0.0,Unmargined,2.6347013573100972,0.005,Bank,BBB,34006322.97426655
T0000362,CP0049,JPM_EMEA_UK,Commodity Future,Commodity,6488268.854764762,-104713.10187954639,0.0,Unmargined,3.034363484187002,0.15,Sovereign,AA,61228056.066952996
T0000363,CP0004,JPM_EMEA_DE,Equity Option,Equity,3976996.2167276484,86303.21401646617,0.0,Unmargined,4.583671454651587,0.08,Asset Manager,A,74054962.28217925
T0000364,CP0040,JPM_EMEA_FR,Equity Option,Equity,1058024.3398272782,63517.4317287516,0.0,Unmargined,4.495125619885866,0.08,Corporate,BBB,119924173.94929542
T0000365,CP0020,JPM_EMEA_CH,Equity Option,Equity,8281967.08993751,-500124.1951493531,6034.014304579527,Margined,6.7997424707471446,0.08,Asset Manager,AA,30754899.989917014
T0000366,CP0074,JPM_EMEA_DE,Commodity Future,Commodity,3793676.8633933137,-170983.7171092321,43811.52220106661,Margined,3.9618165994115735,0.15,Bank,A,128044647.3762378
T0000367,CP0050,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,12781887.773337545,-354066.2040191958,0.0,Margined,2.280848872540346,0.005,Sovereign,A,143876921.35906684
T0000368,CP0030,JPM_EMEA_FR,FX Forward,FX,1971028.685096861,52825.472203260724,0.0,Unmargined,2.047700198414663,0.04,Asset Manager,A,22809570.384442955
T0000369,CP0034,JPM_EMEA_UK,FX Forward,FX,805751.1216494879,-5779.782121915524,2530.003056851645,Margined,3.7614320945056265,0.04,Corporate,AA,92024698.66007642
T0000370,CP0067,JPM_EMEA_FR,FX Forward,FX,3866185.4860470677,-97983.91990366156,92159.84793409961,Margined,0.880934645532606,0.04,CCP,A,68575504.7535823
T0000371,CP0056,JPM_EMEA_CH,Commodity Future,Commodity,14617903.570429204,366699.68973335397,0.0,Unmargined,4.13728741228224,0.15,Bank,A,25838380.52100277
T0000372,CP0031,JPM_EMEA_FR,FX Forward,FX,4698467.998131945,157274.917104642,8023.2654710274,Margined,2.7622718384377336,0.04,Asset Manager,AA,127417950.14526652
T0000373,CP0068,JPM_EMEA_CH,Commodity Future,Commodity,3276004.5731557403,-2151.0199502410037,0.0,Unmargined,2.496379695695163,0.15,Asset Manager,AA,32280666.847996987
T0000374,CP0050,JPM_EMEA_FR,Securities Financing,SFT,1675224.763539435,-47857.273131910944,0.0,Unmargined,1.3877176103749052,0.03,Sovereign,A,143876921.35906684
T0000375,CP0005,JPM_EMEA_CH,FX Forward,FX,23197878.43679092,219446.9390636285,0.0,Unmargined,3.493122868923708,0.04,Asset Manager,BBB,25409842.60204602
T0000376,CP0051,JPM_EMEA_CH,Securities Financing,SFT,1428595.4606255358,-11663.60662962559,16700.631723732808,Margined,0.31154894148720175,0.03,Sovereign,AA,57819318.95821542
T0000377,CP0076,JPM_EMEA_UK,Equity Option,Equity,1936534.6317441731,-16335.567265484096,43235.18777741528,Margined,4.269928284656939,0.08,Asset Manager,BBB,43304880.06050608
T0000378,CP0070,JPM_EMEA_FR,Securities Financing,SFT,7073310.081105176,-126852.79711289027,0.0,Unmargined,2.0345661357273244,0.03,Asset Manager,BBB,54119867.06997241
T0000379,CP0004,JPM_EMEA_DE,FX Forward,FX,625173.3368313547,20239.62021345084,9629.744885719265,Margined,6.340236685025478,0.04,Asset Manager,A,74054962.28217925
T0000380,CP0071,JPM_EMEA_UK,FX Forward,FX,14308947.293992091,125143.30459123182,105045.90520931846,Margined,3.708215168965632,0.04,Sovereign,A,141785709.5693913
T0000381,CP0079,JPM_EMEA_UK,FX Forward,FX,7466956.417366438,270673.6671274249,0.0,Unmargined,5.475081297274418,0.04,Corporate,A,45536506.54289452
T0000382,CP0014,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,9830850.319703285,459802.7810075522,0.0,Unmargined,5.9657625944488935,0.005,Sovereign,BBB,65093074.58952882
T0000383,CP0052,JPM_EMEA_UK,FX Forward,FX,6989516.42632632,112281.87681764443,0.0,Unmargined,6.158933113656229,0.04,Hedge Fund,BBB,86957426.80012289
T0000384,CP0061,JPM_EMEA_UK,Securities Financing,SFT,3404747.712678113,-60354.9379450161,79847.12604512963,Margined,6.100885380089523,0.03,CCP,BBB,135803023.8142082
T0000385,CP0004,JPM_EMEA_CH,Equity Option,Equity,1381466.548188109,50301.15611549726,30966.8732979012,Margined,1.617007717852706,0.08,Asset Manager,A,74054962.28217925
T0000386,CP0067,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,3477170.6096898364,56671.84658562916,0.0,Unmargined,2.1580430772151638,0.005,CCP,A,68575504.7535823
T0000387,CP0032,JPM_EMEA_UK,FX Forward,FX,1508412.9164319944,137443.3753265821,0.0,Margined,4.970169877697615,0.04,Hedge Fund,A,136500900.33916968
T0000388,CP0024,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,6504210.075768371,70594.10161552054,15182.307820674367,Margined,3.7864477930476057,0.005,CCP,BBB,94324646.8088898
T0000389,CP0021,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,8962723.937512558,218861.48508657038,58833.296843597855,Margined,4.284859400388962,0.005,Corporate,BBB,83265583.00896084
T0000390,CP0041,JPM_EMEA_FR,Securities Financing,SFT,17515794.072236113,178045.1775759572,0.0,Unmargined,4.760218739171539,0.03,Bank,BBB,34006322.97426655
T0000391,CP0064,JPM_EMEA_UK,FX Forward,FX,5801183.808692368,-20121.120131333897,11583.286340119717,Margined,0.8440556740867582,0.04,CCP,BB,61070776.73800309
T0000392,CP0066,JPM_EMEA_UK,FX Forward,FX,10083190.371902365,-91330.55613958652,101129.25913409413,Margined,1.2197297527720332,0.04,Hedge Fund,BBB,106015964.21180893
T0000393,CP0019,JPM_EMEA_FR,Equity Option,Equity,2971745.8960492206,30604.627823064406,77676.56972135472,Margined,4.4829617640952515,0.08,CCP,AA,121755579.54253721
T0000394,CP0067,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,2479401.5562945427,45227.138955258786,37703.48345075116,Margined,4.396330673053865,0.005,CCP,A,68575504.7535823
T0000395,CP0067,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,6423519.986411952,259533.1810903328,0.0,Unmargined,5.731149711937143,0.005,CCP,A,68575504.7535823
T0000396,CP0005,JPM_EMEA_CH,Equity Option,Equity,2717796.6269370406,29378.755195495738,10489.490039004853,Margined,4.87178378281942,0.08,Asset Manager,BBB,25409842.60204602
T0000397,CP0025,JPM_EMEA_UK,Equity Option,Equity,5235593.18855229,-84822.47948688203,0.0,Margined,1.4933526300241002,0.08,Sovereign,A,81553622.137404
T0000398,CP0002,JPM_EMEA_DE,Securities Financing,SFT,1384172.0620858571,-15834.775966569652,3009.7833131071984,Margined,0.5370029507976348,0.03,Sovereign,BBB,104480058.20212659
T0000399,CP0080,JPM_EMEA_UK,Equity Option,Equity,1656433.3038375273,-76697.48838856419,0.0,Margined,2.7676221694415677,0.08,Sovereign,A,60342077.47701232
T0000400,CP0038,JPM_EMEA_DE,FX Forward,FX,7551178.638512899,439044.2871354798,95146.98101714117,Margined,2.630342817678752,0.04,Sovereign,BBB,105724942.50994723
T0000401,CP0022,JPM_EMEA_CH,Commodity Future,Commodity,9708331.520867594,-183886.24976421954,0.0,Unmargined,5.383541441110588,0.15,Asset Manager,A,83791909.26608771
T0000402,CP0072,JPM_EMEA_UK,Securities Financing,SFT,1492777.0723239689,50546.05282063461,6385.623190180375,Margined,4.716809335478635,0.03,Hedge Fund,AA,51326174.75073902
T0000403,CP0055,JPM_EMEA_FR,Equity Option,Equity,7821752.791888251,75708.93544550794,103116.94158192814,Margined,6.111807083794967,0.08,Asset Manager,A,41399016.28566236
T0000404,CP0076,JPM_EMEA_DE,Securities Financing,SFT,2347987.7578387773,24960.551716691003,55769.289068899474,Margined,3.5546193670163713,0.03,Asset Manager,BBB,43304880.06050608
T0000405,CP0065,JPM_EMEA_FR,Commodity Future,Commodity,4066568.556463165,-16716.344281206246,0.0,Unmargined,2.0564585991170254,0.15,Asset Manager,BBB,120361616.17442845
T0000406,CP0077,JPM_EMEA_UK,Securities Financing,SFT,16497993.656058207,-454898.5373384398,0.0,Unmargined,3.5545401031185415,0.03,Hedge Fund,BBB,97919762.89770965
T0000407,CP0018,JPM_EMEA_DE,Interest Rate Swap,Interest Rate,8969066.442660628,-304040.0425678506,95083.54853696233,Margined,1.5477389872739893,0.005,Bank,A,82699446.80257703
T0000408,CP0017,JPM_EMEA_CH,Commodity Future,Commodity,8865491.21985408,536329.3154895143,158735.14818562477,Margined,0.47068772235691475,0.15,Corporate,A,144612697.7213879
T0000409,CP0007,JPM_EMEA_FR,FX Forward,FX,26979699.681821145,107612.24888558344,615527.8152740053,Margined,3.5227972060215076,0.04,Bank,A,62881957.60326209
T0000410,CP0028,JPM_EMEA_CH,Equity Option,Equity,1978650.44735143,77927.90352845158,0.0,Unmargined,2.9245555427784,0.08,Sovereign,A,87687412.32129991
T0000411,CP0045,JPM_EMEA_FR,Equity Option,Equity,1492450.4794368201,72341.67580724116,0.0,Unmargined,0.27399192054394544,0.08,Bank,AAA,92130821.02089284
T0000412,CP0046,JPM_EMEA_UK,Securities Financing,SFT,1942881.326148029,-27937.938993825275,0.0,Unmargined,5.062852541897876,0.03,CCP,AA,68219896.90211704
T0000413,CP0055,JPM_EMEA_DE,Securities Financing,SFT,3101212.945523125,45968.3547329691,0.0,Unmargined,4.5282403121187915,0.03,Asset Manager,A,41399016.28566236
T0000414,CP0059,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,379744.6396137649,598.2410251194275,3478.67971505731,Margined,0.5629250837978552,0.005,Sovereign,AA,135918044.6131388
T0000415,CP0066,JPM_EMEA_FR,Commodity Future,Commodity,3250686.238704243,-131660.86446469612,47332.179705617695,Margined,4.984663857098896,0.15,Hedge Fund,BBB,106015964.21180893
T0000416,CP0042,JPM_EMEA_FR,Commodity Future,Commodity,2320362.977420482,-15063.33041993776,7216.249898776623,Margined,0.6256149527211533,0.15,Sovereign,A,139081539.86788905
T0000417,CP0022,JPM_EMEA_CH,FX Forward,FX,8758758.126504121,180103.98425713964,0.0,Unmargined,3.6477135996990624,0.04,Asset Manager,A,83791909.26608771
T0000418,CP0036,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,5690019.869467415,-99382.02317600562,92190.94036921966,Margined,4.3746156743391955,0.005,Bank,AA,107391212.09517552
T0000419,CP0070,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,2193717.8072149563,-24941.500578395073,30160.482820000092,Margined,3.5179495693514284,0.005,Asset Manager,BBB,54119867.06997241
T0000420,CP0066,JPM_EMEA_UK,Commodity Future,Commodity,7215671.129075774,-43783.53746006991,108570.71192339782,Margined,5.244470741795844,0.15,Hedge Fund,BBB,106015964.21180893
T0000421,CP0074,JPM_EMEA_CH,FX Forward,FX,8244591.593480456,609304.394100734,77567.18134057369,Margined,2.7296880224843147,0.04,Bank,A,128044647.3762378
T0000422,CP0044,JPM_EMEA_CH,Securities Financing,SFT,1854747.5058098875,-119059.41920697072,0.0,Unmargined,1.5300412168602273,0.03,Asset Manager,AA,24863632.30290337
T0000423,CP0063,JPM_EMEA_DE,FX Forward,FX,2443105.817078978,42894.8681683265,49964.76078831727,Margined,3.4305354751209447,0.04,Asset Manager,AA,87451586.85023838
T0000424,CP0034,JPM_EMEA_DE,Securities Financing,SFT,432112.70827646105,-3831.4862174292393,0.0,Unmargined,2.4285466998750964,0.03,Corporate,AA,92024698.66007642
T0000425,CP0001,JPM_EMEA_UK,FX Forward,FX,1343978.6905780616,-30135.92907645281,20725.336613451123,Margined,1.1013706325304433,0.04,Bank,A,95932735.95865563
T0000426,CP0060,JPM_EMEA_DE,Commodity Future,Commodity,1903748.430299905,-18515.190446102573,37144.303804221956,Margined,3.3240299646757965,0.15,Sovereign,BB,117319042.5294034
T0000427,CP0007,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,4307943.041860606,100625.65960738415,0.0,Unmargined,1.4499412972605148,0.005,Bank,A,62881957.60326209
T0000428,CP0051,JPM_EMEA_FR,Equity Option,Equity,1554123.4388342157,39409.968480951575,0.0,Unmargined,3.3185585994493785,0.08,Sovereign,AA,57819318.95821542
T0000429,CP0080,JPM_EMEA_UK,Commodity Future,Commodity,2393704.99821975,15584.454050428327,0.0,Unmargined,4.1680697528397515,0.15,Sovereign,A,60342077.47701232
T0000430,CP0003,JPM_EMEA_CH,Securities Financing,SFT,1174642.3044870652,44925.30623597947,13261.766716508926,Margined,5.486273382084281,0.03,Corporate,BBB,30977761.748185582
T0000431,CP0059,JPM_EMEA_DE,Commodity Future,Commodity,4746503.585087128,210788.21260426036,22339.730974312784,Margined,5.979503592080213,0.15,Sovereign,AA,135918044.6131388
T0000432,CP0070,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,6122735.389306436,174945.88547657913,0.0,Unmargined,4.693734990199906,0.005,Asset Manager,BBB,54119867.06997241
T0000433,CP0051,JPM_EMEA_DE,FX Forward,FX,5981430.237639317,-114345.42150018089,0.0,Unmargined,6.260118255218949,0.04,Sovereign,AA,57819318.95821542
T0000434,CP0056,JPM_EMEA_CH,Interest Rate Swap,Interest Rate,4049751.385853192,70082.78722018862,0.0,Unmargined,3.9266348716397226,0.005,Bank,A,25838380.52100277
T0000435,CP0073,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,856604.7784873535,14966.618451474733,0.0,Unmargined,4.9875041821069726,0.005,Asset Manager,A,35958531.21349318
T0000436,CP0063,JPM_EMEA_CH,Equity Option,Equity,2151877.457693107,-61429.86135474741,46345.88294008597,Margined,5.404020112969037,0.08,Asset Manager,AA,87451586.85023838
T0000437,CP0004,JPM_EMEA_FR,Equity Option,Equity,2661760.347809677,-146211.45757763638,2351.6544947135444,Margined,5.7826792912639,0.08,Asset Manager,A,74054962.28217925
T0000438,CP0062,JPM_EMEA_DE,Commodity Future,Commodity,2672459.069057631,-189202.47689038905,0.0,Unmargined,5.275367577123254,0.15,Sovereign,BBB,136148063.1607222
T0000439,CP0061,JPM_EMEA_FR,Securities Financing,SFT,4311455.624974691,10541.259602279006,47077.094120545335,Margined,6.321778175213724,0.03,CCP,BBB,135803023.8142082
T0000440,CP0019,JPM_EMEA_UK,Commodity Future,Commodity,16640437.60610224,173582.8947784209,0.0,Unmargined,3.33634101707627,0.15,CCP,AA,121755579.54253721
T0000441,CP0053,JPM_EMEA_CH,Commodity Future,Commodity,9010500.08855792,-372695.50535326195,17427.47104067843,Margined,6.67670066334911,0.15,Asset Manager,A,53275461.77378836
T0000442,CP0068,JPM_EMEA_FR,Interest Rate Swap,Interest Rate,1490000.6873577624,54550.611307499086,0.0,Unmargined,2.8319918368492853,0.005,Asset Manager,AA,32280666.847996987
T0000443,CP0068,JPM_EMEA_UK,Interest Rate Swap,Interest Rate,7882910.87797618,41997.27367199314,0.0,Unmargined,0.5378236151461813,0.005,Asset Manager,AA,32280666.847996987
T0000444,CP0070,JPM_EMEA_UK,Equity Option,Equity,7588217.602017213,358397.90299560927,91673.82330945594,Margined,1.3157026477015468,0.08,Asset Manager,BBB,54119867.06997241
